,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2021 Census of Population and Housing,,,,,,,,
General Community Profile DataPack Metadata,,,,,,,,
,,,,,,,,
,,Celldescriptors,,,,,,
G13317,M_LE_ID_Pro,MALES_Level_of_education_inadequately_described_Occupation_Professionals,G52A,G52,Occupation: Professionals|MALES,,,
G13318,M_LE_ID_TTW,MALES_Level_of_education_inadequately_described_Occupation_Technicians_and_trades_workers,G52A,G52,Occupation: Technicians & trades workers|MALES,,,
G13319,M_LE_ID_CPS,MALES_Level_of_education_inadequately_described_Occupation_Community_and_personal_service_workers,G52A,G52,Occupation: Community & personal service workers|MALES,,,
G13320,M_LE_ID_CA,MALES_Level_of_education_inadequately_described_Occupation_Clerical_and_administrative_workers,G52A,G52,Occupation: Clerical & administrative workers|MALES,,,
G13321,M_LE_ID_Sal,MALES_Level_of_education_inadequately_described_Occupation_Sales_workers,G52A,G52,Occupation: Sales workers|MALES,,,
G13322,M_LE_ID_MOD,MALES_Level_of_education_inadequately_described_Occupation_Machinery_operators_and_drivers,G52A,G52,Occupation: Machinery operators & drivers|MALES,,,
G13323,M_LE_ID_Lab,MALES_Level_of_education_inadequately_described_Occupation_Labourers,G52A,G52,Occupation: Labourers|MALES,,,
G13324,M_LE_ID_IDNS,MALES_Level_of_education_inadequately_described_Occupation_Inadequately_described_Not_stated,G52A,G52,Occupation: Inadequately described/ Not stated|MALES,,,
G13325,M_LE_ID_Tot,MALES_Level_of_education_inadequately_described_Total,G52A,G52,Total|MALES,,,
G13326,M_LE_NS_Mng,MALES_Level_of_education_not_stated_Occupation_Managers,G52A,G52,Occupation: Managers|MALES,,,
G13327,M_LE_NS_Pro,MALES_Level_of_education_not_stated_Occupation_Professionals,G52A,G52,Occupation: Professionals|MALES,,,
G13328,M_LE_NS_TTW,MALES_Level_of_education_not_stated_Occupation_Technicians_and_trades_workers,G52A,G52,Occupation: Technicians & trades workers|MALES,,,
G13329,M_LE_NS_CPS,MALES_Level_of_education_not_stated_Occupation_Community_and_personal_service_workers,G52A,G52,Occupation: Community & personal service workers|MALES,,,
G13330,M_LE_NS_CA,MALES_Level_of_education_not_stated_Occupation_Clerical_and_administrative_workers,G52A,G52,Occupation: Clerical & administrative workers|MALES,,,
G13331,M_LE_NS_Sal,MALES_Level_of_education_not_stated_Occupation_Sales_workers,G52A,G52,Occupation: Sales workers|MALES,,,
G13332,M_LE_NS_MOD,MALES_Level_of_education_not_stated_Occupation_Machinery_operators_and_drivers,G52A,G52,Occupation: Machinery operators & drivers|MALES,,,
G13333,M_LE_NS_Lab,MALES_Level_of_education_not_stated_Occupation_Labourers,G52A,G52,Occupation: Labourers|MALES,,,
G13334,M_LE_NS_IDNS,MALES_Level_of_education_not_stated_Occupation_Inadequately_described_Not_stated,G52A,G52,Occupation: Inadequately described/ Not stated|MALES,,,
G13335,M_LE_NS_Tot,MALES_Level_of_education_not_stated_Total,G52A,G52,Total|MALES,,,
G13336,M_Tot_Mng,MALES_Total_Occupation_Managers,G52A,G52,Occupation: Managers|MALES,,,
G13337,M_Tot_Pro,MALES_Total_Occupation_Professionals,G52A,G52,Occupation: Professionals|MALES,,,
G13338,M_Tot_TTW,MALES_Total_Occupation_Technicians_and_trades_workers,G52A,G52,Occupation: Technicians & trades workers|MALES,,,
G13339,M_Tot_CPS,MALES_Total_Occupation_Community_and_personal_service_workers,G52A,G52,Occupation: Community & personal service workers|MALES,,,
G13340,M_Tot_CA,MALES_Total_Occupation_Clerical_and_administrative_workers,G52A,G52,Occupation: Clerical & administrative workers|MALES,,,
G13341,M_Tot_Sal,MALES_Total_Occupation_Sales_workers,G52A,G52,Occupation: Sales workers|MALES,,,
G13342,M_Tot_MOD,MALES_Total_Occupation_Machinery_operators_and_drivers,G52A,G52,Occupation: Machinery operators & drivers|MALES,,,
G13343,M_Tot_Lab,MALES_Total_Occupation_Labourers,G52A,G52,Occupation: Labourers|MALES,,,
G13344,M_Tot_IDNS,MALES_Total_Occupation_Inadequately_described_Not_stated,G52A,G52,Occupation: Inadequately described/ Not stated|MALES,,,
G13345,M_Tot_Tot,MALES_Total_Total,G52A,G52,Total|MALES,,,
G13346,F_PoDe_PoDe_NFD_Mng,FEMALES_Postgraduate_Degree_Level_Postgraduate_Degree_Level_nfd_Occupation_Managers,G52A,G52,Occupation: Managers|FEMALES,,,
G13347,F_PoDe_PoDe_NFD_Pro,FEMALES_Postgraduate_Degree_Level_Postgraduate_Degree_Level_nfd_Occupation_Professionals,G52A,G52,Occupation: Professionals|FEMALES,,,
G13348,F_PoDe_PoDe_NFD_TTW,FEMALES_Postgraduate_Degree_Level_Postgraduate_Degree_Level_nfd_Occupation_Technicians_and_trades_workers,G52A,G52,Occupation: Technicians & trades workers|FEMALES,,,
G13349,F_PoDe_PoDe_NFD_CPS,FEMALES_Postgraduate_Degree_Level_Postgraduate_Degree_Level_nfd_Occupation_Community_and_personal_service_workers,G52A,G52,Occupation: Community & personal service workers|FEMALES,,,
G13350,F_PoDe_PoDe_NFD_CA,FEMALES_Postgraduate_Degree_Level_Postgraduate_Degree_Level_nfd_Occupation_Clerical_and_administrative_workers,G52A,G52,Occupation: Clerical & administrative workers|FEMALES,,,
G13351,F_PoDe_PoDe_NFD_Sal,FEMALES_Postgraduate_Degree_Level_Postgraduate_Degree_Level_nfd_Occupation_Sales_workers,G52A,G52,Occupation: Sales workers|FEMALES,,,
G13352,F_PoDe_PoDe_NFD_MOD,FEMALES_Postgraduate_Degree_Level_Postgraduate_Degree_Level_nfd_Occupation_Machinery_operators_and_drivers,G52A,G52,Occupation: Machinery operators & drivers|FEMALES,,,
G13353,F_PoDe_PoDe_NFD_Lab,FEMALES_Postgraduate_Degree_Level_Postgraduate_Degree_Level_nfd_Occupation_Labourers,G52A,G52,Occupation: Labourers|FEMALES,,,
G13354,F_PoDe_PoDe_NFD_IDNS,FEMALES_Postgraduate_Degree_Level_Postgraduate_Degree_Level_nfd_Occupation_Inadequately_described_Not_stated,G52A,G52,Occupation: Inadequately described/ Not stated|FEMALES,,,
G13355,F_PoDe_PoDe_NFD_Tot,FEMALES_Postgraduate_Degree_Level_Postgraduate_Degree_Level_nfd_Total,G52A,G52,Total|FEMALES,,,
G13356,F_PoDe_DoctDe_Mng,FEMALES_Postgraduate_Degree_Level_Doctoral_Degree_Level_Occupation_Managers,G52A,G52,Occupation: Managers|FEMALES,,,
G13357,F_PoDe_DoctDe_Pro,FEMALES_Postgraduate_Degree_Level_Doctoral_Degree_Level_Occupation_Professionals,G52A,G52,Occupation: Professionals|FEMALES,,,
G13358,F_PoDe_DoctDe_TTW,FEMALES_Postgraduate_Degree_Level_Doctoral_Degree_Level_Occupation_Technicians_and_trades_workers,G52A,G52,Occupation: Technicians & trades workers|FEMALES,,,
G13359,F_PoDe_DoctDe_CPS,FEMALES_Postgraduate_Degree_Level_Doctoral_Degree_Level_Occupation_Community_and_personal_service_workers,G52A,G52,Occupation: Community & personal service workers|FEMALES,,,
G13360,F_PoDe_DoctDe_CA,FEMALES_Postgraduate_Degree_Level_Doctoral_Degree_Level_Occupation_Clerical_and_administrative_workers,G52A,G52,Occupation: Clerical & administrative workers|FEMALES,,,
G13361,F_PoDe_DoctDe_Sal,FEMALES_Postgraduate_Degree_Level_Doctoral_Degree_Level_Occupation_Sales_workers,G52A,G52,Occupation: Sales workers|FEMALES,,,
G13362,F_PoDe_DoctDe_MOD,FEMALES_Postgraduate_Degree_Level_Doctoral_Degree_Level_Occupation_Machinery_operators_and_drivers,G52A,G52,Occupation: Machinery operators & drivers|FEMALES,,,
G13363,F_PoDe_DoctDe_Lab,FEMALES_Postgraduate_Degree_Level_Doctoral_Degree_Level_Occupation_Labourers,G52A,G52,Occupation: Labourers|FEMALES,,,
G13364,F_PoDe_DoctDe_IDNS,FEMALES_Postgraduate_Degree_Level_Doctoral_Degree_Level_Occupation_Inadequately_described_Not_stated,G52A,G52,Occupation: Inadequately described/ Not stated|FEMALES,,,
G13365,F_PoDe_DoctDe_Tot,FEMALES_Postgraduate_Degree_Level_Doctoral_Degree_Level_Total,G52A,G52,Total|FEMALES,,,
G13366,F_PoDe_MasDe_Mng,FEMALES_Postgraduate_Degree_Level_Master_Degree_Level_Occupation_Managers,G52A,G52,Occupation: Managers|FEMALES,,,
G13367,F_PoDe_MasDe_Pro,FEMALES_Postgraduate_Degree_Level_Master_Degree_Level_Occupation_Professionals,G52A,G52,Occupation: Professionals|FEMALES,,,
G13368,F_PoDe_MasDe_TTW,FEMALES_Postgraduate_Degree_Level_Master_Degree_Level_Occupation_Technicians_and_trades_workers,G52A,G52,Occupation: Technicians & trades workers|FEMALES,,,
G13369,F_PoDe_MasDe_CPS,FEMALES_Postgraduate_Degree_Level_Master_Degree_Level_Occupation_Community_and_personal_service_workers,G52A,G52,Occupation: Community & personal service workers|FEMALES,,,
G13370,F_PoDe_MasDe_CA,FEMALES_Postgraduate_Degree_Level_Master_Degree_Level_Occupation_Clerical_and_administrative_workers,G52A,G52,Occupation: Clerical & administrative workers|FEMALES,,,
G13371,F_PoDe_MasDe_Sal,FEMALES_Postgraduate_Degree_Level_Master_Degree_Level_Occupation_Sales_workers,G52A,G52,Occupation: Sales workers|FEMALES,,,
G13372,F_PoDe_MasDe_MOD,FEMALES_Postgraduate_Degree_Level_Master_Degree_Level_Occupation_Machinery_operators_and_drivers,G52A,G52,Occupation: Machinery operators & drivers|FEMALES,,,
G13373,F_PoDe_MasDe_Lab,FEMALES_Postgraduate_Degree_Level_Master_Degree_Level_Occupation_Labourers,G52A,G52,Occupation: Labourers|FEMALES,,,
G13374,F_PoDe_MasDe_IDNS,FEMALES_Postgraduate_Degree_Level_Master_Degree_Level_Occupation_Inadequately_described_Not_stated,G52A,G52,Occupation: Inadequately described/ Not stated|FEMALES,,,
G13375,F_PoDe_MasDe_Tot,FEMALES_Postgraduate_Degree_Level_Master_Degree_Level_Total,G52A,G52,Total|FEMALES,,,
G13376,F_GrDiGrCer_GrDiGrCerNFD_Mng,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Diploma_and_Graduate_Certificate_Level_nfd_Occupation_Managers,G52A,G52,Occupation: Managers|FEMALES,,,
G13377,F_GrDiGrCer_GrDiGrCerNFD_Pro,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Diploma_and_Graduate_Certificate_Level_nfd_Occupation_Professionals,G52A,G52,Occupation: Professionals|FEMALES,,,
G13378,F_GrDiGrCer_GrDiGrCerNFD_TTW,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Diploma_and_Graduate_Certificate_Level_nfd_Occupation_Technicians_and_trades_workers,G52A,G52,Occupation: Technicians & trades workers|FEMALES,,,
G13379,F_GrDiGrCer_GrDiGrCerNFD_CPS,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Diploma_and_Graduate_Certificate_Level_nfd_Occupation_Community_and_personal_service_workers,G52A,G52,Occupation: Community & personal service workers|FEMALES,,,
G13380,F_GrDiGrCer_GrDiGrCerNFD_CA,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Diploma_and_Graduate_Certificate_Level_nfd_Occupation_Clerical_and_administrative_workers,G52A,G52,Occupation: Clerical & administrative workers|FEMALES,,,
G13381,F_GrDiGrCer_GrDiGrCerNFD_Sal,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Diploma_and_Graduate_Certificate_Level_nfd_Occupation_Sales_workers,G52A,G52,Occupation: Sales workers|FEMALES,,,
G13382,F_GrDiGrCer_GrDiGrCerNFD_MOD,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Diploma_and_Graduate_Certificate_Level_nfd_Occupation_Machinery_operators_and_drivers,G52A,G52,Occupation: Machinery operators & drivers|FEMALES,,,
G13383,F_GrDiGrCer_GrDiGrCerNFD_Lab,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Diploma_and_Graduate_Certificate_Level_nfd_Occupation_Labourers,G52A,G52,Occupation: Labourers|FEMALES,,,
G13384,F_GrDiGrCer_GrDiGrCerNFD_IDNS,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Diploma_and_Graduate_Certificate_Level_nfd_Occupation_Inadequately_described_Not_stated,G52A,G52,Occupation: Inadequately described/ Not stated|FEMALES,,,
G13385,F_GrDiGrCer_GrDiGrCerNFD_Tot,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Diploma_and_Graduate_Certificate_Level_nfd_Total,G52A,G52,Total|FEMALES,,,
G13386,F_GrDi_GrCer_GrDi_Mng,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Diploma_Level_Occupation_Managers,G52B,G52,Occupation: Managers|FEMALES,,,
G13387,F_GrDi_GrCer_GrDi_Pro,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Diploma_Level_Occupation_Professionals,G52B,G52,Occupation: Professionals|FEMALES,,,
G13388,F_GrDi_GrCer_GrDi_TTW,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Diploma_Level_Occupation_Technicians_and_trades_workers,G52B,G52,Occupation: Technicians & trades workers|FEMALES,,,
G13389,F_GrDi_GrCer_GrDi_CPS,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Diploma_Level_Occupation_Community_and_personal_service_workers,G52B,G52,Occupation: Community & personal service workers|FEMALES,,,
G13390,F_GrDi_GrCer_GrDi_CA,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Diploma_Level_Occupation_Clerical_and_administrative_workers,G52B,G52,Occupation: Clerical & administrative workers|FEMALES,,,
G13391,F_GrDi_GrCer_GrDi_Sal,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Diploma_Level_Occupation_Sales_workers,G52B,G52,Occupation: Sales workers|FEMALES,,,
G13392,F_GrDi_GrCer_GrDi_MOD,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Diploma_Level_Occupation_Machinery_operators_and_drivers,G52B,G52,Occupation: Machinery operators & drivers|FEMALES,,,
G13393,F_GrDi_GrCer_GrDi_Lab,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Diploma_Level_Occupation_Labourers,G52B,G52,Occupation: Labourers|FEMALES,,,
G13394,F_GrDi_GrCer_GrDi_IDNS,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Diploma_Level_Occupation_Inadequately_described_Not_stated,G52B,G52,Occupation: Inadequately described/ Not stated|FEMALES,,,
G13395,F_GrDi_GrCer_GrDi_Tot,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Diploma_Level_Total,G52B,G52,Total|FEMALES,,,
G13396,F_GrDi_GrCer_GradCer_Mng,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Certificate_Level_Occupation_Managers,G52B,G52,Occupation: Managers|FEMALES,,,
G13397,F_GrDi_GrCer_GradCer_Pro,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Certificate_Level_Occupation_Professionals,G52B,G52,Occupation: Professionals|FEMALES,,,
G13398,F_GrDi_GrCer_GradCer_TTW,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Certificate_Level_Occupation_Technicians_and_trades_workers,G52B,G52,Occupation: Technicians & trades workers|FEMALES,,,
G13399,F_GrDi_GrCer_GradCer_CPS,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Certificate_Level_Occupation_Community_and_personal_service_workers,G52B,G52,Occupation: Community & personal service workers|FEMALES,,,
G13400,F_GrDi_GrCer_GradCer_CA,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Certificate_Level_Occupation_Clerical_and_administrative_workers,G52B,G52,Occupation: Clerical & administrative workers|FEMALES,,,
G13401,F_GrDi_GrCer_GradCer_Sal,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Certificate_Level_Occupation_Sales_workers,G52B,G52,Occupation: Sales workers|FEMALES,,,
G13402,F_GrDi_GrCer_GradCer_MOD,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Certificate_Level_Occupation_Machinery_operators_and_drivers,G52B,G52,Occupation: Machinery operators & drivers|FEMALES,,,
G13403,F_GrDi_GrCer_GradCer_Lab,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Certificate_Level_Occupation_Labourers,G52B,G52,Occupation: Labourers|FEMALES,,,
G13404,F_GrDi_GrCer_GradCer_IDNS,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Certificate_Level_Occupation_Inadequately_described_Not_stated,G52B,G52,Occupation: Inadequately described/ Not stated|FEMALES,,,
G13405,F_GrDi_GrCer_GradCer_Tot,FEMALES_Graduate_Diploma_and_Graduate_Certificate_Level_Graduate_Certificate_Level_Total,G52B,G52,Total|FEMALES,,,
G13406,F_BaDe_BaDe_Mng,FEMALES_Bachelor_Degree_Level_Bachelor_Degree_Level_Occupation_Managers,G52B,G52,Occupation: Managers|FEMALES,,,
G13407,F_BaDe_BaDe_Pro,FEMALES_Bachelor_Degree_Level_Bachelor_Degree_Level_Occupation_Professionals,G52B,G52,Occupation: Professionals|FEMALES,,,
G13408,F_BaDe_BaDe_TTW,FEMALES_Bachelor_Degree_Level_Bachelor_Degree_Level_Occupation_Technicians_and_trades_workers,G52B,G52,Occupation: Technicians & trades workers|FEMALES,,,
G13409,F_BaDe_BaDe_CPS,FEMALES_Bachelor_Degree_Level_Bachelor_Degree_Level_Occupation_Community_and_personal_service_workers,G52B,G52,Occupation: Community & personal service workers|FEMALES,,,
G13410,F_BaDe_BaDe_CA,FEMALES_Bachelor_Degree_Level_Bachelor_Degree_Level_Occupation_Clerical_and_administrative_workers,G52B,G52,Occupation: Clerical & administrative workers|FEMALES,,,
G13411,F_BaDe_BaDe_Sal,FEMALES_Bachelor_Degree_Level_Bachelor_Degree_Level_Occupation_Sales_workers,G52B,G52,Occupation: Sales workers|FEMALES,,,
G13412,F_BaDe_BaDe_MOD,FEMALES_Bachelor_Degree_Level_Bachelor_Degree_Level_Occupation_Machinery_operators_and_drivers,G52B,G52,Occupation: Machinery operators & drivers|FEMALES,,,
G13413,F_BaDe_BaDe_Lab,FEMALES_Bachelor_Degree_Level_Bachelor_Degree_Level_Occupation_Labourers,G52B,G52,Occupation: Labourers|FEMALES,,,
G13414,F_BaDe_BaDe_IDNS,FEMALES_Bachelor_Degree_Level_Bachelor_Degree_Level_Occupation_Inadequately_described_Not_stated,G52B,G52,Occupation: Inadequately described/ Not stated|FEMALES,,,
G13415,F_BaDe_BaDe_Tot,FEMALES_Bachelor_Degree_Level_Bachelor_Degree_Level_Total,G52B,G52,Total|FEMALES,,,
G13416,F_AdvDi_Di_AdvDi_Di_NFD_Mng,FEMALES_Advanced_Diploma_and_Diploma_Level_Advanced_Diploma_and_Diploma_Level_nfd_Occupation_Managers,G52B,G52,Occupation: Managers|FEMALES,,,
G13417,F_AdvDi_Di_AdvDi_Di_NFD_Pro,FEMALES_Advanced_Diploma_and_Diploma_Level_Advanced_Diploma_and_Diploma_Level_nfd_Occupation_Professionals,G52B,G52,Occupation: Professionals|FEMALES,,,
G13418,F_AdvDi_Di_AdvDi_Di_NFD_TTW,FEMALES_Advanced_Diploma_and_Diploma_Level_Advanced_Diploma_and_Diploma_Level_nfd_Occupation_Technicians_and_trades_workers,G52B,G52,Occupation: Technicians & trades workers|FEMALES,,,
G13419,F_AdvDi_Di_AdvDi_Di_NFD_CPS,FEMALES_Advanced_Diploma_and_Diploma_Level_Advanced_Diploma_and_Diploma_Level_nfd_Occupation_Community_and_personal_service_workers,G52B,G52,Occupation: Community & personal service workers|FEMALES,,,
G13420,F_AdvDi_Di_AdvDi_Di_NFD_CA,FEMALES_Advanced_Diploma_and_Diploma_Level_Advanced_Diploma_and_Diploma_Level_nfd_Occupation_Clerical_and_administrative_workers,G52B,G52,Occupation: Clerical & administrative workers|FEMALES,,,
G13421,F_AdvDi_Di_AdvDi_Di_NFD_Sal,FEMALES_Advanced_Diploma_and_Diploma_Level_Advanced_Diploma_and_Diploma_Level_nfd_Occupation_Sales_workers,G52B,G52,Occupation: Sales workers|FEMALES,,,
G13422,F_AdvDi_Di_AdvDi_Di_NFD_MOD,FEMALES_Advanced_Diploma_and_Diploma_Level_Advanced_Diploma_and_Diploma_Level_nfd_Occupation_Machinery_operators_and_drivers,G52B,G52,Occupation: Machinery operators & drivers|FEMALES,,,
G13423,F_AdvDi_Di_AdvDi_Di_NFD_Lab,FEMALES_Advanced_Diploma_and_Diploma_Level_Advanced_Diploma_and_Diploma_Level_nfd_Occupation_Labourers,G52B,G52,Occupation: Labourers|FEMALES,,,
G13424,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,FEMALES_Advanced_Diploma_and_Diploma_Level_Advanced_Diploma_and_Diploma_Level_nfd_Occupation_Inadequately_described_Not_stated,G52B,G52,Occupation: Inadequately described/ Not stated|FEMALES,,,
G13425,F_AdvDi_Di_AdvDi_Di_NFD_Tot,FEMALES_Advanced_Diploma_and_Diploma_Level_Advanced_Diploma_and_Diploma_Level_nfd_Total,G52B,G52,Total|FEMALES,,,
G13426,F_AdvDi_Di_AdvDi_AsDe_Mng,FEMALES_Advanced_Diploma_and_Diploma_Level_Advanced_Diploma_and_Associate_Degree_Level_Occupation_Managers,G52B,G52,Occupation: Managers|FEMALES,,,
G13427,F_AdvDi_Di_AdvDi_AsDe_Pro,FEMALES_Advanced_Diploma_and_Diploma_Level_Advanced_Diploma_and_Associate_Degree_Level_Occupation_Professionals,G52B,G52,Occupation: Professionals|FEMALES,,,
G13428,F_AdvDi_Di_AdvDi_AsDe_TTW,FEMALES_Advanced_Diploma_and_Diploma_Level_Advanced_Diploma_and_Associate_Degree_Level_Occupation_Technicians_and_trades_workers,G52B,G52,Occupation: Technicians & trades workers|FEMALES,,,
G13429,F_AdvDi_Di_AdvDi_AsDe_CPS,FEMALES_Advanced_Diploma_and_Diploma_Level_Advanced_Diploma_and_Associate_Degree_Level_Occupation_Community_and_personal_service_workers,G52B,G52,Occupation: Community & personal service workers|FEMALES,,,
G13430,F_AdvDi_Di_AdvDi_AsDe_CA,FEMALES_Advanced_Diploma_and_Diploma_Level_Advanced_Diploma_and_Associate_Degree_Level_Occupation_Clerical_and_administrative_workers,G52B,G52,Occupation: Clerical & administrative workers|FEMALES,,,
G13431,F_AdvDi_Di_AdvDi_AsDe_Sal,FEMALES_Advanced_Diploma_and_Diploma_Level_Advanced_Diploma_and_Associate_Degree_Level_Occupation_Sales_workers,G52B,G52,Occupation: Sales workers|FEMALES,,,
G13432,F_AdvDi_Di_AdvDi_AsDe_MOD,FEMALES_Advanced_Diploma_and_Diploma_Level_Advanced_Diploma_and_Associate_Degree_Level_Occupation_Machinery_operators_and_drivers,G52B,G52,Occupation: Machinery operators & drivers|FEMALES,,,
G13433,F_AdvDi_Di_AdvDi_AsDe_Lab,FEMALES_Advanced_Diploma_and_Diploma_Level_Advanced_Diploma_and_Associate_Degree_Level_Occupation_Labourers,G52B,G52,Occupation: Labourers|FEMALES,,,
